-4728,-6180,19376
-6142,-8628,18756
-5084,-7420,8978
-5348,-8820,10752
-6098,-8520,15398
-3636,-4834,10918
-4424,-8070,9030
-4246,-7214,12162
-5030,-8242,13734
-5528,-8294,22580
-5440,-10526,17606
-3834,-7070,15244
-3940,-5480,13204
-4786,-5590,13428
-4638,-5932,15678
-4550,-5480,12508
-5474,-8786,11744
-4626,-5346,15352
-5050,-8150,11102
-4980,-6040,15868
-4800,-3746,20948
-5460,-8250,17006
-4728,-5650,14856
-5188,-6864,17438
-4398,-6142,11752
-4726,-5526,11088
-4592,-5134,10628
-4384,-6700,12404
-4644,-7306,13844
-4468,-8090,18656
-3730,-5732,16768
-4482,-8122,19018
-3846,-7492,14822
-4202,-7764,14736
-4466,-8716,12224
-4600,-8830,11514
-4582,-6890,13640
-4620,-8188,12098
-4278,-8478,11046
-4774,-8710,12878
-5048,-9352,14836
-4876,-9116,15980
-5276,-10118,16706
-4692,-10730,12596
-4552,-8530,12440
-5298,-8992,14112
-4738,-8798,9370
-4960,-9084,9754
-5002,-8522,11672
-5236,-9214,13466
-4810,-9010,13520
-4880,-8064,17618
-4602,-7562,16264
-4318,-7714,16008
-4338,-7396,13660
-4616,-7238,14108
-4276,-6572,13882
-4698,-8244,12456
-5106,-7102,13276
-4248,-5150,12396
-4740,-7596,13556
-3768,-6826,11102
-4416,-7392,16918
-4146,-6524,16716
-5260,-8698,20626
-3778,-7760,14096
-4080,-7278,14708
-4804,-7158,13560
-3996,-6304,11264
-4236,-7454,10528
-4424,-7964,13380
-4200,-7540,13228
-4204,-5710,16576
-4578,-6526,20298
-4006,-6664,16658
-3952,-7258,13704
-4484,-7144,15784
-4054,-6790,12084
-4800,-7504,12646
-4546,-7478,11738
-4278,-7322,13028
-4246,-8498,13354
-3468,-6792,13518
-4910,-7344,19220
-4354,-8884,16226
-4120,-6594,18244
-4034,-6900,14316
-4634,-7982,15324
-3686,-7126,9864
-4176,-6570,12106
-5108,-8966,14636
-4572,-7142,12638
-3616,-7048,12518
-3676,-7670,13288
-5052,-8574,16808
-3864,-6592,18728
-3996,-6840,17778
-3468,-7110,13330
-4180,-7778,15526
-4102,-7624,11818
-4588,-8642,12566
-4476,-7942,11428
-4142,-7286,12898
-3494,-7592,12042
-4636,-7466,16018
-4296,-6890,18654
-4304,-7410,17390
-3720,-8036,14916
-4300,-7440,15344
-4010,-7756,11882
-4374,-7794,10998
-4724,-8702,11410
-4674,-7758,14602
-4098,-7874,12264
-3646,-7458,12918
-4094,-7506,15148
-4608,-7478,20524
-4202,-7710,15872
-3644,-7332,14932
-4066,-7306,14366
-4160,-7460,13204
-4388,-8778,11052
-4732,-8630,12036
-4352,-7816,12104
-3968,-8074,12876
-4260,-7526,15494
-4358,-6964,18730
-4478,-7318,17038
-3934,-7606,14878
-4352,-8372,13708
-4500,-8424,12062
-4516,-7414,12238
-4778,-8648,11582
-4598,-8108,12342
-3886,-7630,11684
-3828,-7986,13950
-5590,-8888,19352
-4470,-7546,19706
-3746,-7224,15334
-3878,-7660,12338
-4224,-7786,12452
-4366,-8232,10854
-5162,-9402,12242
-4730,-8958,11886
-4124,-8016,12278
-4208,-7532,14944
-4184,-6476,17492
-4346,-6776,18218
-3888,-6182,16460
-4336,-8208,16494
-4270,-8332,10826
-4356,-7978,11052
-4536,-7814,11548
-4488,-7832,12850
-4130,-8554,12898
-4482,-7100,15876
-4702,-7226,18612
-4834,-7106,18072
-3998,-8532,13274
-4790,-8328,13476
-5358,-9232,12994
-5424,-10774,7828
-5834,-11546,7992
-5784,-11476,7656
-5934,-12734,7536
-8186,-15350,12388
-7612,-14738,11540
-6912,-13754,9380
-6704,-12842,9484
-6368,-12826,6148
-6502,-12344,6104
-6750,-12896,4142
-7368,-13780,6156
-7046,-13894,4656
-6308,-12526,3402
-6992,-12838,10016
-7434,-14262,11104
-7102,-14036,12096
-5972,-13144,7096
-6540,-12736,8118
-6946,-13094,5688
-7196,-14232,6198
-6628,-13038,4460
-6492,-12490,7912
-6072,-12160,7482
-6906,-13166,11462
-6544,-12676,12328
-6212,-12304,9928
-6046,-12634,9040
-6292,-12642,7476
-6680,-13242,7098
-6784,-13692,6660
-6530,-13230,5530
-5974,-13048,7036
-6524,-12950,10210
-7004,-13678,13620
-6132,-12822,10308
-5668,-12170,9634
-6152,-12008,9806
-6666,-13444,7704
-6418,-13054,6656
-6414,-13576,6468
-6358,-13622,7408
-5812,-12000,8894
-6404,-12356,12610
-6074,-12332,12510
-5646,-11960,11906
-5930,-12548,9120
-6158,-12758,8106
-6260,-13008,6458
-6124,-13182,6642
-6128,-12762,8982
-5754,-12254,8040
-6638,-12440,13996
-5886,-12650,11232
-5724,-12048,11464
-5926,-12200,9236
-6532,-13068,9198
-6166,-13306,6794
-6088,-12732,6990
-6342,-13092,8188
-5996,-12530,8184
-5742,-13030,9250
-5934,-11586,12146
-6028,-12224,12546
-5500,-11338,11452
-5856,-11610,10782
-6036,-12862,9722
-5830,-11832,7866
-6160,-12768,8810
-6312,-13006,7072
-6162,-13006,8710
-5598,-11256,10172
-5600,-12100,8214
-6122,-12722,11602
-6128,-12286,13696
-5358,-12002,10826
-5614,-12276,10068
-6074,-12496,10168
-6210,-12946,9516
-6084,-13276,7184
-6054,-13118,5676
-6250,-13010,8336
-6184,-12816,9696
-5828,-12732,8744
-5700,-12660,9040
-6020,-12396,13208
-5592,-11976,13428
-5084,-12168,9378
-5730,-12516,11024
-6048,-12294,12624
-5960,-12822,8738
-5974,-13152,7332
-5954,-12912,5472
-6258,-12494,7972
-6264,-12826,8634
-5958,-12510,9506
-5614,-12512,7762
-5808,-11810,11624
-5564,-10960,13720
-5292,-11872,11346
-5524,-12288,11902
-5596,-11844,11998
-6004,-12514,10382
-5774,-11710,9624
-5698,-12338,6646
-6328,-13208,7248
-6172,-12448,8942
-6140,-12376,8680
-5744,-12534,7868
-5802,-12044,9506
-5702,-12436,10622
-5786,-11370,14270
-5496,-12128,11906
-5424,-11956,13024
-5600,-12224,9982
-5926,-12198,9156
-5982,-13142,7524
-6092,-13308,5912
-6070,-12382,7014
-6292,-13376,8662
-5812,-12584,8412
-5678,-12266,9226
-5796,-12906,9916
-6144,-12644,15140
-5556,-12380,11188
-5386,-12736,10476
-5720,-11866,10536
-6136,-12898,10368
-5994,-13368,8294
-5726,-12312,5562
-6054,-12778,5692
-6582,-13386,10310
-5992,-13008,7338
-5474,-12080,7250
-5990,-12456,9476
-6122,-13314,10078
-6050,-13498,10906
-5820,-13082,10750
-5622,-12604,9360
-5864,-12406,11176
-6066,-12568,12368
-5700,-12884,8130
-6034,-12716,7348
-6282,-13416,7480
-6140,-13178,5634
-6394,-13500,7066
-6534,-13546,7426
-6118,-13196,8206
-5852,-12864,8338
-5938,-12996,10296
-6078,-12486,11678
-5726,-12648,12384
-5488,-12482,10268
-6038,-13016,11474
-5980,-12854,8846
-6138,-13294,8096
-6146,-13188,7206
-6018,-12792,5882
-6532,-13742,7546
-6448,-13706,7724
-5798,-12824,7504
-6194,-12856,8812
-6170,-12938,9264
-5910,-12934,9400
-6204,-13466,12450
-5492,-12740,9800
-5738,-12708,10846
-6280,-13356,10362
-6064,-12964,9270
-5994,-13100,8972
-6100,-12630,7896
-6320,-13292,5882
-6444,-13314,6854
-6214,-13454,7612
-6332,-13344,7804
-5968,-12656,7962
-6034,-12398,8724
-6062,-13124,9448
-6006,-13202,10148
-5928,-12080,11726
-5494,-12248,10388
-5766,-12754,10598
-6126,-12794,11094
-5920,-12944,9642
-5938,-12752,7908
-6326,-13270,7808
-6276,-13348,7072
-6234,-13432,5384
-6430,-12998,7788
-6226,-12992,6586
-6102,-13226,7864
-5942,-12634,8324
-5920,-12526,10612
-6188,-12866,13022
-5744,-13126,11154
-5496,-11800,11068
-5812,-12216,9452
-6438,-13826,8630
-6338,-13490,6094
-6100,-13562,3688
-6400,-12826,6816
-6426,-13432,7008
-6292,-13676,7682
-5996,-13332,8616
-6354,-13702,10968
-6312,-13732,11488
-6236,-14154,9608
-6052,-13152,8792
-6266,-13444,6730
-6656,-13764,5334
-6142,-13384,2930
-6898,-15144,2292
-7082,-15238,2056
-6876,-14578,3024
-6702,-15228,3424
-6760,-15288,3878
-7074,-15696,5046
-6830,-15548,3352
-6872,-15624,1000
-6814,-15218,1078
-7136,-15448,-364
-6828,-14884,-3538
-6658,-14664,-3386
-7344,-15946,-3594
-7350,-16346,-1128
-7158,-16290,-156
-6712,-15380,-1370
-6420,-13998,2210
-6584,-14768,2684
-6998,-16156,1888
-7150,-16670,1482
-6994,-15996,520
-6538,-14926,-1614
-6386,-14274,-3384
-6542,-14778,-3222
-6734,-14798,-2504
-6708,-15400,-1382
-6590,-15588,178
-7274,-17296,4064
-6768,-17024,2904
-6278,-15920,1474
-6476,-16042,944
-7000,-15778,52
-6680,-14788,-434
-6434,-15024,-2266
-6784,-15762,-1734
-6452,-15360,-1478
-6564,-15332,156
-6512,-15410,466
-6384,-15182,1752
-6920,-15822,4162
-6688,-16212,3738
-6020,-15658,2292
-6570,-16470,2488
-6696,-16504,1418
-6534,-15536,-476
-6012,-14712,-2988
-6630,-15190,-464
-6502,-15584,-170
-6252,-15518,-454
-6650,-16198,3458
-6722,-16102,4714
-6216,-15600,4270
-5842,-15324,1798
-6820,-16614,2638
-6684,-15764,1864
-6138,-14924,-1164
-6146,-14962,-1672
-6588,-16052,-1324
-6588,-15922,-318
-6428,-15540,416
-6406,-15168,1532
-6432,-15690,3630
-6966,-16408,6112
-6130,-16186,2952
-6334,-15388,3152
-6384,-15266,2044
-6580,-15534,422
-6254,-14730,-956
-6514,-15448,-1646
-6708,-16356,-426
-6638,-15932,1600
-6216,-15396,1054
-6292,-15318,3358
-6792,-15362,5620
-6030,-14798,3722
-6298,-16076,2824
-6690,-16088,2800
-6746,-15870,2240
-6096,-15078,-1104
-6320,-15452,-1318
-6502,-15546,-630
-6624,-15562,992
-6232,-15786,32
-6642,-15796,2688
-6752,-15276,5564
-6226,-14568,4946
-6076,-15272,3782
-6434,-15790,3118
-6616,-16008,2096
-6520,-16070,406
-6652,-15964,-708
-6314,-14898,-42
-6180,-14778,-88
-6304,-14896,254
-6488,-15940,1876
-6796,-16262,3002
-7004,-16358,6148
-5998,-15470,3730
-6190,-15390,3662
-6528,-15360,2194
-6396,-15310,246
-6434,-15338,-1286
-6266,-15648,-1486
-6412,-15342,-1390
-6386,-14976,1328
-6534,-16314,2830
-7204,-17594,6998
-5890,-15074,4556
-5834,-15252,3936
-6724,-16272,3876
-6652,-15556,2852
-6394,-15200,-762
-6242,-14602,-1192
-6220,-15404,-950
-6644,-15446,382
-6360,-15276,1562
-6720,-15774,4502
-6656,-15792,9458
-5748,-15036,4734
-6546,-15436,5414
-6582,-15204,2884
-6726,-15284,1872
-6934,-15846,2262
-6724,-15190,1314
-6246,-14210,1034
-6432,-14326,1920
-6470,-15340,3990
-7254,-16646,8408
-7274,-16248,9564
-6218,-14634,7890
-6130,-14186,6882
-6248,-14538,4154
-6592,-14420,4140
-6320,-14364,1412
-6400,-14518,2520
-6694,-14530,5602
-7406,-15040,4962
-6040,-12678,9740
-6406,-13800,12988
-5480,-12512,9526
-5666,-12508,6472
-6436,-14790,6202
-6000,-13692,5914
-6514,-15166,4530
-5984,-14574,6126
-5430,-13886,7762
-5950,-11952,11126
-6004,-13162,13146
-5426,-12410,11172
-5508,-13020,11130
-5450,-13564,8112
-5468,-12278,9648
-5594,-12796,8234
-5430,-12592,7142
-5066,-13234,6154
-4750,-11812,9042
-5904,-12262,12090
-5968,-12258,13466
-5688,-12326,12972
-5996,-12204,13116
-5572,-12514,10350
-5112,-11428,9244
-4596,-9740,6740
-5386,-10558,9322
-5184,-10950,8528
-5176,-11146,9914
-5866,-12688,11596
-5914,-13074,11590
-5450,-10850,12742
-5128,-11232,12936
-5958,-10678,17226
-5180,-11514,12798
-4826,-10998,8590
-4700,-9184,9704
-5350,-10320,10764
-4936,-10642,8618
-4470,-10472,9022
-4892,-10488,11358
-6166,-11654,15318
-5262,-9700,15564
-5096,-9548,16546
-5186,-10388,13184
-5002,-8800,14722
-4902,-9126,10796
-4646,-9704,9596
-4560,-9068,9908
-4606,-9482,9536
-4250,-8786,10044
-4966,-8540,14364
-5384,-9942,16262
-5292,-9780,14946
-5766,-8458,17900
-5094,-7988,16702
-4260,-9476,9878
-3874,-7400,10198
-4116,-7748,9864
-4054,-7150,12414
-4630,-8386,14482
-4294,-7256,13986
-4556,-7100,17098
-4530,-6834,15118
-4318,-6234,17072
-4438,-5956,15506
-3866,-6622,15640
-4012,-7622,14534
-3550,-6686,13142
-3462,-7124,12956
-3126,-4566,12318
-3234,-5228,13422
-2070,-5270,9900
-5138,-7156,20542
-4474,-6168,23028
-3516,-6736,19402
-3296,-6172,15178
-3180,-6912,13224
-3162,-4968,14076
-2958,-4480,12082
-3414,-5308,13880
-3054,-5324,13006
-2564,-4114,13732
-3546,-4290,17672
-3378,-4916,20040
-2574,-4164,17260
-2740,-5094,14490
-3728,-4396,20066
-2884,-4552,16418
-2686,-3944,14048
-2606,-4286,12084
-3006,-4228,13516
-2872,-3872,15350
-2622,-2950,15592
-2574,-2876,15568
-2738,-4080,17140
-2602,-3776,16280
-2326,-3688,15988
-2868,-3684,20374
-2794,-3370,19288
-2202,-3908,17294
-2128,-2936,14326
-2108,-2822,12580
-2204,-2924,12894
-1840,-2104,14622
-1728,-1504,15734
-2650,-2796,17330
-2614,-2756,19348
-2200,-2496,18778
-2444,-3376,17834
-2404,-3440,17692
-1246,-388,13600
-1954,-998,14310
-2002,-2498,13258
-2062,-1518,15786
-1954,-686,16286
-1732,-1612,15356
-2024,-3094,16030
-2044,-1824,17518
-2010,-1424,20538
-1786,-1658,16828
-1936,-3516,16672
-2422,-3050,18648
-1712,-2882,15916
-960,1030,12938
-1508,1350,15376
-1498,-486,13628
-1148,34,14208
-1560,1944,17798
-1438,-276,17092
-1112,-1052,16096
-1720,-2322,17740
-1626,-1190,20232
-1726,-1080,19328
-542,510,14230
-438,3000,13476
-876,2868,15632
-108,3872,14800
-102,3172,14734
-134,3452,14972
-598,3046,17506
-374,2496,18408
-248,2360,17658
-678,2014,18740
-272,2958,18012
284,5062,14228
86,5508,13512
16,4944,13036
462,5818,13794
796,8100,12714
122,6754,14954
-56,3650,16842
320,3216,17686
216,4118,21118
274,4686,18500
216,4804,15510
-312,5168,15044
964,9080,9428
772,8662,9866
1214,9290,11550
1104,8600,13974
880,7698,15272
732,6500,15258
348,6310,17466
306,6382,16980
502,6842,17848
1332,9130,12880
1598,11506,9142
1004,10058,11522
1166,8364,10772
1200,8474,12166
896,9068,13934
684,8346,15422
1280,8060,14848
1038,8324,15840
1226,9526,14314
1270,9034,16108
1406,9978,11808
1086,9006,12660
1234,9676,10468
1192,10242,10770
1406,10466,10322
1314,9720,11206
1396,10290,12966
1436,10492,14028
1342,10442,14500
1252,10672,15202
1412,10268,13972
1442,10576,13252
1510,11354,8684
1244,11374,8782
1408,11742,9186
1692,12146,10276
1928,12958,8450
1458,11672,10694
1234,10532,12708
1400,10596,13554
1384,10550,14966
1220,10742,14556
1410,11424,10690
1162,11212,11656
1604,12724,6518
1790,12962,6696
2154,13284,6608
3758,12558,10236
1380,11186,12398
1486,12448,12896
1374,12478,12560
