-11494.40, -8569.60, 19718.40, 0
-11696.00, -8560.00, 19891.20, 0
-11251.20, -8348.80, 19782.40, 0
-12083.20, -8467.20, 19065.60, 0
-12368.00, -8480.00, 19750.40, 0
-13772.80, -7270.40, 23462.40, 0
-15123.20, -6032.00, 24793.60, 0
-14665.60, -6803.20, 24345.60, 0
-14371.20, -6960.00, 25024.00, 0
-14352.00, -6659.20, 24803.20, 0
-14172.80, -6742.40, 22822.40, 0
-13238.40, -7257.60, 21552.00, 0
-11942.40, -7769.60, 20518.40, 0
-11059.20, -8387.20, 19113.60, 0
-11097.60, -8172.80, 21436.80, 0
-11680.00, -8172.80, 20896.00, 0
-11596.80, -8233.60, 19616.00, 0
-11740.80, -8854.40, 18793.60, 0
-12422.40, -8000.00, 21081.60, 0
-14598.40, -6227.20, 25584.00, 0
-15196.80, -5750.40, 25129.60, 0
-13510.40, -7494.40, 24521.60, 0
-14345.60, -7187.20, 24572.80, 0
-14000.00, -6691.20, 25209.60, 0
-13331.20, -6816.00, 21574.40, 0
-11788.80, -7801.60, 21036.80, 0
-11392.00, -8044.80, 20067.20, 0
-10940.80, -8560.00, 19916.80, 0
-10656.00, -8505.60, 19929.60, 0
-11408.00, -8140.80, 19654.40, 0
-11523.20, -8515.20, 19436.80, 0
-12588.80, -8236.80, 21318.40, 0
-14870.40, -6457.60, 25270.40, 0
-14960.00, -6710.40, 23049.60, 0
-13814.40, -7235.20, 24099.20, 0
-14550.40, -6995.20, 24364.80, 0
-14163.20, -6854.40, 26518.40, 0
-14230.40, -7251.20, 22710.40, 0
-12563.20, -7433.60, 21603.20, 0
-11532.80, -7430.40, 20800.00, 0
-11228.80, -8217.60, 20208.00, 0
-10902.40, -8281.60, 19382.40, 0
-11104.00, -8048.00, 20057.60, 0
-11446.40, -8700.80, 18185.60, 0
-12457.60, -8470.40, 20140.80, 0
-13795.20, -7580.80, 21785.60, 0
-15212.80, -6278.40, 25811.20, 0
-14950.40, -6339.20, 24374.40, 0
-14083.20, -7286.40, 23324.80, 0
-14489.60, -6716.80, 26003.20, 0
-15014.40, -6748.80, 26713.60, 0
-14838.40, -6700.80, 22000.00, 0
-11619.20, -7513.60, 20131.20, 0
-10723.20, -8476.80, 19196.80, 0
-11078.40, -8054.40, 20140.80, 0
-10665.60, -8585.60, 19852.80, 0
-11027.20, -8448.00, 19619.20, 0
-11708.80, -9075.20, 17811.20, 0
-12326.40, -9212.80, 19494.40, 0
-13913.60, -6345.60, 25388.80, 0
-16211.20, -4880.00, 27500.80, 0
-14672.00, -7545.60, 22812.80, 0
-14179.20, -6524.80, 25820.80, 0
-15219.20, -6220.80, 27430.40, 0
-14592.00, -6112.00, 21632.00, 0
-11702.40, -8320.00, 19564.80, 0
-10880.00, -8329.60, 19664.00, 0
-10300.80, -8553.60, 20112.00, 0
-9801.60, -8720.00, 19440.00, 0
-10652.80, -8480.00, 19289.60, 0
-10774.40, -9110.40, 17046.40, 0
-12528.00, -9555.20, 19369.60, 0
-13232.00, -7779.20, 22793.60, 0
-15360.00, -4793.60, 27488.00, 0
-16140.80, -5920.00, 26083.20, 0
-14252.80, -8057.60, 22979.20, 0
-14348.80, -6710.40, 26502.40, 0
-15504.00, -6044.80, 25667.20, 0
-14281.60, -6582.40, 21529.60, 0
-11619.20, -7788.80, 19500.80, 0
-10012.80, -8902.40, 18905.60, 0
-9296.00, -9193.60, 18595.20, 0
-10688.00, -8451.20, 19996.80, 0
-11190.40, -9123.20, 17552.00, 0
-11753.60, -8745.60, 20003.20, 0
-13657.60, -6281.60, 22550.40, 0
-15267.20, -6601.60, 23936.00, 0
-15238.40, -7328.00, 23987.20, 0
-15452.80, -7104.00, 24051.20, 0
-14732.80, -6828.80, 24038.40, 0
-14713.60, -5817.60, 26860.80, 0
-15049.60, -5776.00, 27168.00, 0
-12681.60, -5171.20, 22371.20, 0
-10988.80, -8860.80, 17267.20, 0
-10668.80, -8102.40, 20329.60, 0
-10697.60, -8268.80, 19267.20, 0
-10524.80, -8608.00, 18576.00, 0
-11072.00, -9017.60, 16710.40, 0
-12153.60, -8873.60, 19475.20, 0
-14348.80, -6988.80, 24454.40, 0
-15568.00, -5676.80, 25100.80, 0
-15235.20, -6396.80, 24886.40, 0
-14361.60, -6886.40, 24659.20, 0
-14902.40, -6124.80, 25916.80, 0
-14864.00, -5683.20, 25948.80, 0
-13955.20, -6086.40, 21558.40, 0
-11929.60, -7651.20, 20419.20, 0
-10508.80, -8492.80, 19395.20, 0
-10092.80, -8528.00, 18368.00, 0
-10819.20, -8211.20, 19916.80, 0
-11139.20, -8816.00, 17168.00, 0
-12400.00, -8908.80, 20102.40, 0
-14067.20, -7363.20, 23030.40, 0
-15033.60, -5673.60, 23881.60, 0
-15116.80, -6508.80, 24515.20, 0
-15248.00, -6636.80, 25145.60, 0
-14931.20, -6406.40, 25369.60, 0
-14896.00, -6060.80, 25446.40, 0
-14627.20, -5958.40, 22745.60, 0
-12352.00, -7219.20, 19148.80, 0
-11478.40, -8076.80, 21129.60, 0
-11219.20, -8003.20, 19145.60, 0
-10816.00, -8342.40, 19494.40, 0
-11779.20, -7804.80, 20083.20, 0
-12230.40, -8220.80, 18694.40, 0
-12832.00, -8281.60, 19971.20, 0
-14102.40, -6284.80, 23900.80, 0
-15388.80, -5468.80, 25248.00, 0
-14883.20, -6272.00, 24448.00, 0
-14236.80, -6889.60, 23686.40, 0
-14550.40, -6214.40, 24825.60, 0
-14908.80, -6464.00, 22547.20, 0
-14099.20, -6688.00, 21065.60, 0
-11948.80, -7510.40, 20083.20, 0
